id,brand,year,engine_size,value
id_85967,ford,2017,1600,9150
id_40506,ford,2013,1600,3950
id_86318,vw,2012,1200,7250
id_29852,ford,2015,1100,4350
id_32118,vw,2010,1200,5650
id_40175,ford,2008,2000,1500
id_72136,bmw,2012,2500,9700
id_73768,vw,2011,1500,5700
id_58573,ford,2012,1100,2000
id_55394,vw,2017,1900,13450
id_5150,kia,2013,1400,5550
id_22280,bmw,2015,3500,24000
id_10904,ford,2012,3000,3300
id_15953,vw,2012,1700,7250
id_26684,ford,2014,3000,7950
id_62285,vw,2016,1900,10000
id_74866,ferrari,2016,5700,128850
id_55035,bmw,2014,1800,5450
id_98311,ford,2011,1600,1150
id_9149,vw,2009,1200,1800
id_4915,vw,2015,1700,7700
id_76970,ford,2015,2000,7500
id_34929,vw,2016,3600,14500
id_73802,bmw,2017,2500,27150
id_11846,ford,2016,1600,5950
id_38039,ford,2008,3000,1500
id_40962,bmw,2016,3000,22750
id_85393,kia,2017,1200,10000
id_28332,kia,2014,1000,4650
id_75371,ford,2017,1800,10100
id_11504,ford,2012,2200,3900
id_3394,ford,2015,2500,7800
id_66635,vw,2017,2300,12800
id_30322,ford,2015,1400,5400
id_54677,bmw,2015,3000,18900
id_13788,vw,2011,3600,10800
id_97336,bmw,2010,4500,500
id_27485,ford,2014,1800,6300
id_68858,ford,2015,1600,5550
id_67236,ford,2016,1800,9550
id_73820,vw,2014,1200,6700
id_33599,ford,2012,2500,4600
id_30787,vw,2008,1900,4400
id_63820,ford,2017,2500,12900
id_59181,kia,2012,1000,3450
id_66468,bmw,2015,4500,24800
id_70684,ford,2016,1100,6450
id_82597,bmw,2009,2500,11050
id_19832,vw,2013,1200,3500
id_49344,bmw,2012,4500,15650
id_53911,ford,2008,1100,1500
id_10328,ford,2012,1800,2000
id_6155,ford,2011,2000,3350
id_91071,vw,2011,3600,12600
id_88453,vw,2009,1900,2100
id_71954,ford,2016,1800,10250
id_71958,kia,2015,1200,5250
id_15480,bmw,2013,1800,12300
id_37767,ford,2013,1400,2150
id_57746,vw,2014,1200,8150
id_13074,ford,2016,1100,8200
id_98677,bmw,2016,1800,20850
id_77107,bmw,2011,4500,16500
id_99513,ford,2013,1100,5550
id_35371,ford,2012,3000,4700
id_69714,vw,2013,2300,10050
id_2608,ford,2012,1600,2000
id_99901,bmw,2011,1800,11950
id_17434,ford,2016,1800,8750
id_66499,vw,2014,1700,8900
id_3607,ford,2017,2200,11400
id_94156,ferrari,2013,3600,65100
id_92686,ford,2013,2000,4950
id_12140,kia,2013,1400,6300
id_71902,kia,2013,1100,4150
id_3223,vw,2017,1700,13300
id_73436,vw,2010,2300,5650
id_35629,ford,2017,2200,11550
id_77714,ford,2012,1600,3250
id_37349,vw,2014,1200,7750
id_85139,ford,2014,1400,5800
id_16165,vw,2009,1900,8450
id_47915,vw,2012,1200,7000
id_9927,vw,2013,2300,7800
id_85635,ford,2012,3000,4850
id_71728,bmw,2017,3500,25150
id_60908,kia,2009,1400,900
id_56891,bmw,2016,4000,23650
id_55011,bmw,2015,3000,14750
id_67440,ford,2008,1800,1500
id_14792,ferrari,2009,5700,135050
id_99594,kia,2008,1200,1700
id_69143,ford,2017,2500,10200
id_96878,ford,2011,1100,2050
id_93468,vw,2013,1900,9550
id_92722,ferrari,2010,5000,49350
id_26244,vw,2015,3600,13950
id_57306,ford,2014,2500,5800
id_55512,bmw,2011,4500,15200
id_17404,bmw,2017,3500,28750
id_5483,bmw,2016,1800,21050
id_47388,kia,2012,800,3500
id_24598,vw,2011,1200,7800
id_45865,bmw,2012,3500,13550
id_95994,bmw,2014,4000,19800
id_54695,vw,2012,3600,11650
id_29096,ford,2017,2500,12900
id_98162,vw,2012,2300,8900
id_92130,ford,2014,2200,6450
id_19025,kia,2017,800,5300
id_22471,ford,2010,1800,2250
id_85366,ford,2016,1100,6750
id_44591,ford,2015,2000,7500
id_48362,vw,2016,1500,12450
id_48705,ford,2010,1800,2650
id_74626,ford,2012,1400,1900
id_20598,ford,2013,2000,4950
id_82895,bmw,2008,3000,3800
id_91065,bmw,2011,2300,6850
id_61232,ford,2017,1400,7500
id_54370,ford,2017,1800,11450
id_26666,ford,2017,3000,13750
id_36707,vw,2017,1700,10900
id_7629,ford,2015,3000,10200
id_97903,kia,2014,1100,3250
id_40835,vw,2009,2300,8050
id_89705,vw,2014,1700,10050
id_15935,vw,2014,1900,6600
id_79482,vw,2014,1500,6650
id_63813,vw,2008,1500,1800
id_45704,vw,2011,2300,8800
id_4087,bmw,2016,2300,17950
id_72391,ford,2012,3000,4900
id_88052,kia,2012,1200,2750
id_73541,vw,2014,1700,7550
id_17136,ford,2016,2200,9100
id_2923,vw,2009,1700,3550
id_31339,vw,2009,1500,3200
id_45783,vw,2011,1700,6300
id_55393,vw,2009,2300,4150
id_40402,vw,2012,2300,8200
id_60492,ford,2014,1600,4450
id_80273,vw,2014,3600,12050
id_5675,ford,2010,1400,3100
id_95274,ford,2015,1100,5350
id_76074,vw,2011,2300,9250
id_42580,vw,2009,1700,6300
id_29758,bmw,2011,4000,11650
id_36100,kia,2014,800,3800
id_46891,ford,2016,2000,10000
id_87180,vw,2017,1200,9350
id_63616,vw,2016,3600,16050
id_15242,kia,2014,1000,3700
id_52338,bmw,2010,2300,9500
id_52859,ford,2015,1100,5050
id_94997,ford,2010,2000,2650
id_71180,ford,2008,1100,1500
id_54369,vw,2011,1900,3700
id_78802,ford,2016,1600,8200
id_71126,kia,2016,1000,6250
id_92978,vw,2013,2300,7700
id_63436,vw,2017,1700,12650
id_62282,bmw,2017,2300,20900
id_68206,ford,2015,1100,4450
id_22346,vw,2015,2300,13900
id_21799,ford,2014,1600,5150
id_82552,kia,2017,1000,6150
id_48811,ford,2014,2200,5700
id_31422,kia,2016,1200,8250
id_30458,ford,2017,1400,8650
id_26628,ford,2015,1100,6250
id_52632,vw,2012,1500,3500
id_79722,vw,2009,1200,2800
id_98209,bmw,2011,3000,12150
id_14219,kia,2009,1200,2500
id_33860,vw,2012,2300,8000
id_64553,kia,2010,1400,4300
id_16575,bmw,2010,4500,15500
id_59905,bmw,2017,2300,22000
id_56253,ford,2016,2500,10100
id_74108,vw,2010,1700,5650
id_64747,bmw,2015,3000,8950
id_65259,kia,2016,1400,8650
id_16520,bmw,2012,2500,14600
id_84178,vw,2008,1700,150
id_59867,ford,2012,1600,4150
id_31914,vw,2013,1900,7600
id_80714,ford,2015,2000,7500
id_91241,vw,2010,3600,5700
id_30137,vw,2014,2300,7850
id_24490,bmw,2017,4000,29150
id_73782,ford,2013,2200,3400
id_670,vw,2011,1500,5450
id_99601,ferrari,2015,6200,107500
id_62536,bmw,2009,2300,5550
id_7365,ford,2015,2200,8800
id_10799,vw,2010,1700,5700
id_73963,ford,2016,1100,7250
id_31076,vw,2015,3600,16100
id_45648,vw,2016,1200,9400
id_70334,vw,2017,1200,11550
id_27521,vw,2008,1200,250
id_16315,kia,2017,1400,10200
id_97329,ford,2012,2000,4650
id_66405,bmw,2017,1800,21650
id_19703,bmw,2013,2300,13700
id_96410,vw,2013,1500,5700
id_60447,bmw,2008,2500,6400
id_22992,bmw,2013,3500,20050
id_31122,vw,2015,1500,10200
id_15207,vw,2015,3600,11700
id_47372,vw,2014,2300,11900
id_7664,vw,2017,1700,10350
id_91784,vw,2009,1900,1700
id_55779,ford,2012,1100,1250
id_83662,vw,2015,2300,10550
id_64438,ford,2009,1600,1450
id_56099,ford,2015,3000,10850
id_15166,vw,2015,1500,8600
id_28912,ford,2016,1800,5400
id_35114,vw,2012,1200,4950
id_21738,ford,2009,3000,2050
id_49771,kia,2017,1400,8000
id_8452,ford,2011,1600,1900
id_74700,ford,2013,2000,4950
id_46815,ford,2016,2000,7550
id_35175,kia,2010,1400,3150
id_71333,ford,2010,1400,1200
id_1445,bmw,2014,4000,17450
id_1507,bmw,2016,4500,26600
id_29698,ford,2013,1600,3600
id_582,bmw,2015,4500,25850
id_54404,ford,2010,2500,4500
id_24962,vw,2016,2300,14450
id_54366,bmw,2011,4000,16900
id_65593,ford,2010,2500,2000
id_26239,bmw,2013,1800,11050
id_59224,ford,2012,2500,2000
id_77643,ford,2015,2500,8100
id_32218,vw,2010,1900,5700
id_70390,vw,2013,3600,12850
id_29209,ford,2015,2200,5150
id_95993,ford,2017,1800,9350
id_76290,vw,2009,1900,5600
id_22644,ford,2011,3000,3450
id_88756,ford,2012,1100,3100
id_15253,ford,2017,1100,8900
id_50700,vw,2011,1500,4200
id_10600,bmw,2017,2300,25800
id_83915,vw,2014,1500,10200
id_53864,bmw,2009,3500,10550
id_93225,ford,2012,1600,2000
id_75633,ford,2013,2500,5250
id_63042,bmw,2016,3500,25600
id_888,vw,2011,1500,3800
id_51772,bmw,2014,2500,17500
id_75396,ford,2013,2500,3850
id_74868,kia,2008,1100,1700
id_80162,vw,2017,1700,10850
id_20543,kia,2013,1400,4700
id_63225,vw,2014,2300,11950
id_56012,kia,2015,1400,8800
id_20014,ferrari,2009,5000,8550
id_17163,vw,2017,1700,11750
id_55992,ford,2014,1100,4600
id_49567,kia,2009,1000,2450
id_71628,ford,2014,2200,6800
id_4506,ford,2011,2500,850
id_10363,ford,2012,2000,2000
id_79084,bmw,2015,2300,16000
id_82858,ford,2017,1400,8750
id_92427,vw,2017,2300,13300
id_22955,ford,2015,1600,5650
id_36129,bmw,2017,4500,34000
id_39390,ford,2010,2500,5600
id_69648,ford,2011,1600,1550
id_73604,vw,2009,1700,4900
id_81426,ford,2012,2500,3100
id_70561,kia,2017,800,5800
id_90150,kia,2014,800,3400
id_89060,ferrari,2012,5700,75350
id_8211,vw,2012,1900,8150
id_87660,ford,2011,2000,3650
id_38051,ford,2017,2200,11600
id_90564,vw,2017,2300,16850
id_14484,bmw,2009,4000,12400
id_55057,ford,2009,1600,1450
id_15478,vw,2015,1200,9400
id_91691,vw,2009,2300,5050
id_94528,vw,2014,3600,13100
id_89981,ford,2015,2000,7500
id_13001,ford,2015,2000,7500
id_93776,vw,2017,1900,12850
id_85541,ford,2014,3000,6750
id_5784,ford,2016,1800,7500
id_45725,vw,2011,1900,7050
id_76766,ford,2017,1800,10000
id_89274,vw,2010,1500,5700
id_51141,ford,2015,1100,4250
id_90029,vw,2016,1700,11300
id_87074,kia,2012,1200,1600
id_20491,vw,2017,2300,14050
id_52751,kia,2012,1100,3050
id_40061,kia,2013,1100,4250
id_39786,ford,2010,1400,3150
id_18421,vw,2009,1900,6350
id_85689,vw,2009,1500,1250
id_17778,kia,2008,1200,1700
id_10366,kia,2015,1000,4500
id_65520,vw,2011,1900,5400
id_30496,bmw,2016,4000,29850
id_25508,ford,2014,2000,3850
id_96122,ford,2017,2000,12500
id_41788,vw,2008,1700,850
id_75024,vw,2017,2300,12350
id_11515,ford,2013,2200,5350
id_86709,kia,2016,800,4300
id_69142,ford,2014,1400,4600
id_95895,ford,2015,2200,7900
id_42588,vw,2014,1500,9450
id_68560,kia,2015,1400,7950
id_20854,vw,2010,1900,5700
id_4722,bmw,2008,2300,3450
id_34579,vw,2008,1200,2100
id_33701,ford,2016,1800,6950
id_44175,vw,2017,2300,14800
id_40009,ford,2016,3000,11750
id_80614,ford,2015,3000,9950
id_23218,kia,2014,1400,6150
id_37083,ferrari,2017,5000,144950
id_79418,bmw,2013,2300,13600
id_34523,vw,2016,1500,9650
id_81034,vw,2011,1900,5250
id_21921,bmw,2016,3500,23200
id_69580,vw,2009,3600,11750
id_59928,ford,2012,2200,5350
id_87966,ford,2015,1100,7150
id_40601,ford,2016,1600,8450
id_32088,ford,2014,1100,3700
id_14915,ford,2014,1800,5250
id_55623,bmw,2014,3000,21200
id_58157,ferrari,2011,5700,72150
id_98916,ford,2011,2500,900
id_38303,ford,2013,1400,3400
id_84987,kia,2015,1000,6000
id_62402,ford,2014,1600,4700
id_6806,ford,2016,1800,6600
id_60458,ford,2008,1100,1500
id_15928,vw,2012,1900,5550
id_7224,ford,2013,2500,5300
id_79689,ford,2010,1800,2700
id_44214,ford,2015,1600,6250
id_72889,vw,2013,1700,7750
id_73886,kia,2016,1100,8200
id_24199,ford,2017,1600,8150
id_68541,ford,2017,1600,8450
id_86745,bmw,2011,2500,13200
id_16755,bmw,2008,1800,5800
id_5040,vw,2011,1200,5650
id_11040,bmw,2011,4500,14400
id_9461,vw,2012,1500,4750
id_8201,bmw,2017,2300,25300
id_55153,bmw,2016,4000,28050
id_23959,ford,2016,2000,6700
id_29822,kia,2009,1200,1550
id_24509,vw,2011,1500,3700
id_73540,ford,2016,3000,13900
id_13360,ford,2011,2000,3350
id_70623,vw,2015,3600,16650
id_75539,bmw,2015,4500,13950
id_46013,vw,2017,1700,10450
id_93624,ford,2009,2000,1450
id_75673,bmw,2014,4500,24100
id_12189,vw,2008,1900,3100
id_28913,vw,2009,1200,3500
id_16434,vw,2011,1900,4800
id_85949,ford,2013,1400,4150
id_66069,ford,2009,2500,1450
id_31566,vw,2015,3600,14350
id_23882,bmw,2016,4500,30200
id_68325,vw,2013,2300,8600
id_7342,bmw,2008,2300,5250
id_46770,ford,2014,1400,4100
id_49590,bmw,2014,4500,24950
id_90438,vw,2014,3600,9250
id_18585,bmw,2010,3500,11150
id_28609,kia,2014,1200,5550
id_38379,vw,2017,2300,13050
id_80892,ford,2010,1100,3300
id_63403,bmw,2016,4500,27600
id_52736,ford,2009,2500,1450
id_19244,bmw,2015,4000,27450
id_1740,vw,2009,1500,5000
id_59406,vw,2009,1700,5350
id_41624,bmw,2016,1800,19600
id_89685,ford,2016,1600,7000
id_92150,kia,2010,1000,900
id_55679,vw,2010,1700,5700
id_62365,ford,2017,1100,9150
id_36977,vw,2010,3600,5700
id_74582,ford,2011,2500,4300
id_56849,ford,2010,2000,3250
id_71155,vw,2016,1500,9000
id_20080,ford,2010,1600,1900
id_99715,bmw,2014,4000,19950
id_63648,bmw,2014,1800,11700
id_78193,vw,2015,1700,10900
id_97106,bmw,2013,4000,18200
id_20885,vw,2011,1900,5800
id_68355,vw,2012,2300,10100
id_62939,vw,2010,2300,5700
id_54551,ford,2016,1600,8250
id_85414,ford,2015,2200,7050
id_29054,kia,2009,1100,2200
id_77209,ford,2016,2200,8950
id_15672,vw,2008,2300,5400
id_60120,ford,2012,3000,4550
id_79912,vw,2008,1500,5050
id_52761,bmw,2014,4000,18500
id_3954,ford,2014,1100,5950
id_70582,bmw,2015,2500,16000
id_92664,ford,2017,1800,11300
id_26127,vw,2015,1500,8600
id_73201,kia,2016,1100,6300
id_28447,bmw,2012,2300,13300
id_88655,vw,2014,3600,8200
id_19113,vw,2017,1500,11700
id_89840,kia,2008,1200,1700
id_2631,ferrari,2016,4500,146950
id_64738,vw,2014,3600,14750
id_48992,vw,2012,2300,9500
id_99874,vw,2010,1700,5700
id_82993,ford,2013,1400,4900
id_70053,ford,2017,1800,10050
id_24860,kia,2012,1200,4300
id_81824,bmw,2017,4500,36000
id_58359,bmw,2011,4000,15150
id_81895,bmw,2015,4000,22250
id_72901,bmw,2012,4000,12700
id_14452,ford,2013,1800,2900
id_34596,vw,2017,2300,14450
id_75493,vw,2014,1700,10150
id_23574,bmw,2017,4500,36100
id_84580,kia,2015,800,3200
id_98992,ford,2015,2500,9750
id_84126,ford,2016,2000,8400
id_51014,vw,2014,1900,7900
id_522,bmw,2010,4500,11300
id_15869,bmw,2008,4500,8700
id_9595,bmw,2015,3000,23900
id_76402,bmw,2011,3000,10400
id_16496,kia,2010,1400,1900
id_19768,vw,2009,2300,4350
id_45649,ford,2016,2500,8950
id_97108,ford,2013,1100,2150
id_7904,vw,2016,1200,9400
id_65617,vw,2008,3600,5700
id_88646,ford,2014,3000,8500
id_76990,vw,2012,1500,5750
id_50653,ford,2008,1100,1500
id_29756,bmw,2013,2500,12200
id_50967,ford,2015,2200,8950
id_60252,ford,2012,2500,6000
id_50096,bmw,2015,2500,20750
id_40803,vw,2015,1500,8800
id_51524,bmw,2013,3000,14450
id_4135,vw,2015,3600,16200
id_37986,vw,2015,1700,10350
id_37793,vw,2015,3600,16450
id_34539,ford,2012,2200,4350
id_66930,vw,2009,1500,3550
id_62361,vw,2016,1700,8750
id_76066,ford,2014,1800,6050
id_27926,vw,2009,1200,2700
id_78134,ford,2010,2000,1450
id_89354,ferrari,2014,4500,83500
id_11554,ford,2009,2500,3250
id_2823,ferrari,2014,5000,89950
id_50858,ford,2008,1100,1500
id_39806,vw,2017,2300,14050
id_9411,vw,2012,1200,4350
id_32494,ford,2015,2500,7500
id_88726,ford,2013,1100,4050
id_97183,bmw,2009,4000,10300
id_238,vw,2012,1700,7400
id_47725,bmw,2016,3000,27200
id_10907,kia,2011,1400,4300
id_85514,vw,2012,1200,6400
id_77464,vw,2013,1500,6750
id_80764,bmw,2014,2500,16200
id_93581,ford,2016,1400,8400
id_18188,ford,2015,1800,7350
id_46627,vw,2017,1900,13300
id_85075,bmw,2017,3500,28200
id_37178,ford,2013,2000,4950
id_17753,kia,2010,1200,2800
id_54862,vw,2012,1500,7250
id_40859,ferrari,2008,4500,12150
id_48964,bmw,2016,4000,25300
id_79365,ford,2016,1400,7050
id_77151,kia,2012,1000,4600
id_38055,ford,2015,1400,6750
id_36859,ford,2013,2200,6900
id_98333,bmw,2013,2500,16600
id_54239,kia,2017,1100,7300
id_93505,bmw,2011,1800,7250
id_29872,ford,2011,1600,1050
id_28374,vw,2008,3600,7000
id_33700,bmw,2013,4000,19100
id_27476,ford,2013,2000,5000
id_32845,vw,2011,1900,4200
id_97444,vw,2008,1700,4050
id_84820,bmw,2008,3000,6950
id_21639,ford,2011,2200,4950
id_91642,vw,2012,1200,2750
id_923,vw,2013,1700,7750
id_19159,vw,2011,1500,7750
id_18970,kia,2014,1100,5550
id_65318,ford,2013,1600,3900
id_69023,vw,2014,2300,8300
id_89983,ford,2015,1100,4500
id_47947,ford,2010,1400,1750
id_96401,vw,2008,2300,4850
id_8196,ford,2009,2500,1450
id_86285,ferrari,2009,5700,108900
id_20085,ford,2015,2200,8550
id_37790,bmw,2016,3500,25650
id_92989,vw,2016,1200,6950
id_71707,ford,2009,1800,1550
id_79910,vw,2011,1200,4350
id_74156,ford,2017,2200,10250
id_24102,bmw,2010,2300,5950
id_42985,vw,2009,1200,4900
id_30200,ford,2014,2000,7200
id_52674,ford,2010,3000,3400
id_85299,kia,2009,1100,1950
id_47862,bmw,2008,4500,9250
id_31280,ford,2010,2200,4100
id_66480,vw,2010,1200,5700
id_42460,ford,2015,2000,7500
id_40216,ford,2017,2200,11250
id_16899,bmw,2009,4500,11150
id_12417,vw,2012,1900,8450
id_56191,vw,2012,2300,7650
id_27141,vw,2017,3600,20850
id_95124,kia,2014,800,3900
id_91816,ford,2010,1100,800
id_31545,bmw,2011,4000,15100
id_29316,vw,2010,2300,5700
id_58601,vw,2014,3600,12450
id_16034,bmw,2009,2500,6550
id_64200,bmw,2011,2500,7800
id_46459,vw,2015,2300,11950
id_6772,vw,2015,2300,11200
id_78764,ford,2017,1100,8400
id_46173,kia,2016,1200,7600
id_14188,ford,2017,2500,11950
id_47107,bmw,2017,1800,22900
id_48905,ford,2017,1100,7300
id_10398,kia,2016,1100,6800
id_79061,vw,2015,1200,6650
id_31818,bmw,2012,2300,7450
id_56850,ford,2015,2200,8800
id_53901,vw,2013,1700,8500
id_81953,vw,2015,2300,10350
id_22014,ford,2015,2200,7700
id_52472,vw,2015,1500,9000
id_66916,bmw,2014,3500,20150
id_16933,ford,2014,2000,6100
id_55101,vw,2013,1200,7150
id_14703,ford,2017,2200,11150
id_30155,ford,2009,2500,1550
id_37773,vw,2017,1200,8650
id_63151,ford,2012,1600,2000
id_61356,ford,2013,1400,3600
id_88266,bmw,2011,2300,10250
id_95678,bmw,2009,4000,12300
id_5872,ford,2015,3000,10400
id_26389,ford,2016,1800,7450
id_21695,bmw,2017,2300,24650
id_34526,vw,2008,1700,3500
id_66602,ford,2014,2500,6550
id_48790,bmw,2012,2500,11450
id_37577,vw,2015,1200,9550
id_40565,ford,2013,3000,6050
id_42876,ford,2008,3000,1500
id_53540,vw,2012,2300,10600
id_35495,ford,2015,3000,9350
id_65745,ford,2012,1800,4950
id_49760,bmw,2017,2300,21200
id_68501,ford,2013,1100,2600
id_73917,vw,2012,1200,4800
id_76959,vw,2016,3600,13000
id_22794,ford,2014,1600,5350
id_58327,ford,2010,3000,2000
id_87819,bmw,2015,4000,22250
id_6905,bmw,2013,2500,12750
id_8258,ford,2016,1400,6250
id_79101,ford,2017,1800,8900
id_78806,bmw,2017,4000,31550
id_32160,vw,2013,1900,7000
id_84854,vw,2014,3600,15250
id_17770,vw,2016,2300,13750
id_38139,bmw,2013,2500,12500
id_22272,vw,2012,3600,11650
id_26629,kia,2017,800,6400
id_64681,ford,2010,2500,2800
id_15630,vw,2013,1200,4700
id_31078,ford,2011,2000,2750
id_67037,vw,2012,1700,5350
id_36448,bmw,2008,2500,4750
id_80412,ford,2016,1800,10100
id_48591,vw,2017,1500,10000
id_47703,vw,2014,3600,16600
id_36594,ford,2010,3000,3850
id_4311,vw,2012,1500,6250
id_45028,ford,2010,1800,2900
id_60814,ford,2010,3000,900
id_83275,ford,2015,1400,6000
id_16629,ford,2017,1800,10100
id_86314,ford,2008,1400,1500
id_47033,bmw,2011,4500,13650
id_51535,vw,2016,1200,9250
id_86131,vw,2010,1500,5700
id_85803,vw,2016,1200,9200
id_98945,ford,2009,1800,1500
id_89135,ford,2014,2500,7200
id_84145,vw,2014,2300,10650
id_21774,ford,2013,1400,3700
id_64504,ford,2013,2500,4300
id_41806,vw,2013,1700,5150
id_98379,ferrari,2010,5000,81050
id_26519,bmw,2012,2300,14000
id_30692,ford,2010,1600,1750
id_11656,vw,2010,2300,5700
id_98862,ford,2013,1100,4000
id_8608,kia,2012,1000,3050
id_26609,ford,2017,1100,7250
id_90629,ford,2016,1800,8050
id_37370,ford,2011,3000,950
id_23899,ferrari,2013,5000,73050
id_3606,bmw,2012,2300,7900
id_93491,ford,2011,1100,1900
id_62216,ford,2013,2200,6300
id_94055,kia,2008,1400,1700
id_29377,bmw,2011,4500,15250
id_84352,vw,2016,1200,10850
id_64418,vw,2014,1700,8000
id_64450,bmw,2016,1800,15700
id_56796,vw,2011,1900,6500
id_69137,ford,2016,2000,9350
id_52474,ford,2011,2500,4200
id_68676,ford,2008,1800,1500
id_32566,vw,2011,1500,4600
id_43840,bmw,2012,4000,19500
id_88317,vw,2011,1700,6300
id_21151,bmw,2012,3000,11950
id_25965,vw,2008,1500,2600
id_55810,bmw,2012,3000,14750
id_33571,vw,2008,1500,2700
id_78332,ford,2015,2200,7100
id_39243,ford,2013,2500,6100
id_40132,vw,2016,1700,10950
id_99883,vw,2013,2300,10450
id_7939,bmw,2009,2300,10050
id_27947,ford,2011,2000,3750
id_11792,ford,2017,2000,11450
id_87933,vw,2015,1700,10450
id_1749,bmw,2016,3500,24050
id_41344,vw,2013,1500,8450
id_17171,vw,2016,3600,17400
id_49801,bmw,2015,2500,20850
id_62540,ford,2011,1600,1900
id_99080,bmw,2017,2500,20500
id_46888,vw,2015,2300,11500
id_63546,kia,2017,1000,7650
id_57730,bmw,2010,1800,1650
id_15552,vw,2012,1200,4900
id_73047,bmw,2013,2300,13000
id_7687,bmw,2011,4500,13200
id_77261,ford,2014,2200,5400
id_77378,bmw,2008,2300,5650
id_83985,ford,2010,1600,3750
id_3095,ford,2016,1600,8150
id_82209,ford,2010,2000,1050
id_48812,vw,2017,1700,12800
id_78598,ford,2011,1600,3500
id_1472,vw,2017,2300,15850
id_60739,vw,2016,1900,11100
id_52679,ford,2012,3000,5400
id_75742,ford,2010,3000,4200
id_63493,vw,2017,1900,12150
id_99294,ford,2011,2500,3550
id_38543,vw,2016,2300,13300
id_79523,vw,2010,3600,5700
id_57119,bmw,2010,2300,9950
id_54210,kia,2017,1200,6850
id_40366,kia,2010,1400,4200
id_59525,vw,2008,2300,4800
id_53876,kia,2010,1000,1750
id_45474,ford,2017,1100,7450
id_63293,bmw,2012,2500,9150
id_31146,bmw,2010,4000,9600
id_49657,vw,2015,2300,11550
id_13110,kia,2010,1400,3600
id_53778,ford,2016,2000,8450
id_97330,vw,2017,1200,9400
id_50533,vw,2017,1200,10650
id_68433,bmw,2016,3500,30600
id_30997,vw,2014,1500,8600
id_67027,ford,2017,1400,9200
id_45165,bmw,2012,4500,15800
id_22808,ford,2012,2500,4950
id_30570,ford,2016,1800,8300
id_29659,bmw,2009,4500,11600
id_67448,vw,2017,2300,13950
id_12073,vw,2011,3600,8150
id_92354,bmw,2009,4000,8750
id_93750,bmw,2012,3000,9800
id_39340,ford,2011,3000,4800
id_89262,ford,2017,1600,10400
id_61276,ford,2014,1600,5500
id_56149,ford,2017,1600,7450
id_35497,bmw,2014,4000,19550
id_83264,kia,2014,1400,6200
id_86261,vw,2011,3600,6800
id_66584,vw,2013,1700,9650
id_52759,ford,2010,1400,500
id_9789,vw,2011,3600,8150
id_93308,vw,2014,1200,7300
id_59862,bmw,2017,2500,23700
id_76349,bmw,2011,3500,16500
id_68351,vw,2011,1200,1100
id_13076,kia,2017,1100,8050
id_59049,vw,2011,3600,9550
id_78371,kia,2013,1200,3800
id_13968,bmw,2010,2300,5850
id_73925,ford,2017,1800,9250
id_81798,vw,2016,2300,15900
id_38508,bmw,2017,3000,22750
id_94880,ford,2014,2500,6850
id_52289,vw,2015,1500,10150
id_91142,ford,2013,2000,5000
id_96106,bmw,2017,3000,27450
id_9615,ford,2016,1400,6100
id_65542,ford,2017,2000,11400
id_63354,ford,2011,3000,1250
id_19518,kia,2015,1400,6800
id_44956,vw,2015,1200,7750
id_55743,bmw,2013,2300,12450
id_63978,vw,2009,1200,5800
id_57800,vw,2010,1500,5700
id_96072,ford,2011,3000,4750
id_12699,bmw,2009,3000,7550
id_66898,ferrari,2015,5700,126200
id_29860,vw,2009,2300,4800
id_38685,bmw,2015,1800,18600
id_33572,vw,2008,1500,2000
id_79972,ford,2012,1800,3250
id_48507,bmw,2014,3500,19550
id_29859,vw,2012,1900,7250
id_80807,kia,2009,1100,1100
id_13958,vw,2016,1500,7350
id_57268,ford,2016,1600,7350
id_77545,ford,2013,2500,3500
id_90108,vw,2012,3600,9350
id_20409,ford,2013,1600,4700
id_23465,vw,2014,1500,9550
id_39915,ford,2010,2000,850
id_42447,ford,2017,2500,13300
id_45210,ford,2015,1100,4300
id_50752,vw,2015,3600,15800
id_42370,bmw,2011,2500,12700
id_79487,bmw,2017,4000,36600
id_41133,vw,2010,2300,5700
id_87789,bmw,2014,3500,13000
id_97285,ford,2015,2500,8300
id_1268,ford,2011,2500,2650
id_63812,bmw,2011,2500,8750
id_25906,bmw,2013,3000,14900
id_43270,ford,2015,2200,6150
id_78954,ford,2017,3000,12050
id_70883,ferrari,2016,4500,81550
id_6798,ford,2012,2500,5300
id_83189,vw,2011,3600,6350
id_8088,vw,2015,1500,8900
id_39829,bmw,2012,2300,11700
id_2089,ford,2012,3000,4450
id_90358,ford,2008,2500,1500
id_6788,ford,2012,1400,1500
id_38924,ford,2008,1800,1500
id_86309,bmw,2015,2500,21300
id_12454,bmw,2011,3000,11900
id_16073,bmw,2010,2500,6750
id_15297,bmw,2014,4500,18100
id_42367,vw,2017,1700,11050
id_73938,ford,2012,1800,4000
id_95836,ford,2015,1100,3150
id_64171,ford,2017,1100,8850
id_24022,vw,2011,1700,5200
id_89725,vw,2016,1200,9950
id_3863,vw,2009,1700,3850
id_99467,ford,2015,1800,8100
id_71821,ford,2012,1400,4250
id_12615,kia,2008,1000,1750
id_21307,vw,2011,1200,5000
id_37184,vw,2017,1500,11950
id_77654,vw,2014,1200,7050
id_9763,ford,2011,2500,3250
id_15565,vw,2011,1200,4100
id_76759,ford,2011,3000,3200
id_61585,vw,2017,2300,11800
